[ 2016-11-24T00:40:26+08:00 ] http://m.baidu.com/?rands=_1765871530026683563511552 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T20:44:29+08:00 ] /index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001686s ]
[ 2016-11-24T20:44:29+08:00 ] /index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001390s ]
[ 2016-11-24T20:44:29+08:00 ] /index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001777s ]
[ 2016-11-24T20:44:29+08:00 ] /index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006672s ]
[ 2016-11-24T20:44:29+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T20:44:29+08:00 ] /index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001810s ]
[ 2016-11-24T20:44:29+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001902s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002312s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002736s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001642s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001747s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.001970s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002102s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.017258s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017371s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001785s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001847s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001532s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001951s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007402s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001982s ]
[ 2016-11-24T20:44:38+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002084s ]
[ 2016-11-24T21:13:11+08:00 ] /qudao/ | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:13:11+08:00 ] /qudao/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001666s ]
[ 2016-11-24T21:13:11+08:00 ] /qudao/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001830s ]
[ 2016-11-24T21:13:11+08:00 ] /qudao/index.php/User/index | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:13:11+08:00 ] /qudao/index.php/User/index | INFO: Run CheckRoute Behavior [ RunTime:0.002329s ]
[ 2016-11-24T21:13:11+08:00 ] /qudao/index.php/User/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002491s ]
[ 2016-11-24T21:13:11+08:00 ] /qudao/index.php/User/index | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:13:11+08:00 ] /qudao/index.php/User/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001083s ]
[ 2016-11-24T21:13:11+08:00 ] /qudao/index.php/User/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001191s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002255s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002388s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run ParseTemplate Behavior [ RunTime:0.021426s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021543s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run ContentReplace Behavior [ RunTime:0.001749s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run TokenBuild Behavior [ RunTime:0.001887s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001594s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001976s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007507s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001998s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002104s ]
[ 2016-11-24T21:13:12+08:00 ] /qudao/ | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:13:12+08:00 ] /qudao/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001658s ]
[ 2016-11-24T21:13:12+08:00 ] /qudao/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001820s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run CheckRoute Behavior [ RunTime:0.002355s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002521s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001108s ]
[ 2016-11-24T21:13:13+08:00 ] /qudao/index.php/User/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001214s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001848s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002012s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001097s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001203s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.001979s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002099s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.017579s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017695s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001869s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001864s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001523s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001980s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007536s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002013s ]
[ 2016-11-24T21:13:15+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002119s ]
[ 2016-11-24T21:13:16+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:13:16+08:00 ] /qudao/index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001760s ]
[ 2016-11-24T21:13:16+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001920s ]
[ 2016-11-24T21:13:16+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:13:16+08:00 ] /qudao/index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001087s ]
[ 2016-11-24T21:13:16+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001193s ]
[ 2016-11-24T21:14:24+08:00 ] /qudao/index.php/Login/verify?t=1479993242463 | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:24+08:00 ] /qudao/index.php/Login/verify?t=1479993242463 | INFO: Run CheckRoute Behavior [ RunTime:0.002347s ]
[ 2016-11-24T21:14:24+08:00 ] /qudao/index.php/Login/verify?t=1479993242463 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002513s ]
[ 2016-11-24T21:14:24+08:00 ] /qudao/index.php/Login/verify?t=1479993242463 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:24+08:00 ] /qudao/index.php/Login/verify?t=1479993242463 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001666s ]
[ 2016-11-24T21:14:24+08:00 ] /qudao/index.php/Login/verify?t=1479993242463 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001776s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001790s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001963s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001102s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001212s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002719s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002839s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.060277s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.060424s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001795s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001905s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001538s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.002014s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007559s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002166s ]
[ 2016-11-24T21:14:25+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002288s ]
[ 2016-11-24T21:14:33+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:33+08:00 ] /qudao/index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002869s ]
[ 2016-11-24T21:14:33+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.003039s ]
[ 2016-11-24T21:14:33+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:33+08:00 ] /qudao/index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002196s ]
[ 2016-11-24T21:14:33+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002303s ]
[ 2016-11-24T21:14:39+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:39+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.002355s ]
[ 2016-11-24T21:14:39+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.002530s ]
[ 2016-11-24T21:14:39+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:39+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001672s ]
[ 2016-11-24T21:14:39+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001780s ]
[ 2016-11-24T21:14:39+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001776s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001949s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001293s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001402s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.001963s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002081s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.018170s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018285s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001723s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001857s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001529s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001984s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007394s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002223s ]
[ 2016-11-24T21:14:41+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002329s ]
[ 2016-11-24T21:14:44+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:44+08:00 ] /qudao/index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001776s ]
[ 2016-11-24T21:14:44+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001950s ]
[ 2016-11-24T21:14:44+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:44+08:00 ] /qudao/index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001093s ]
[ 2016-11-24T21:14:44+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001201s ]
[ 2016-11-24T21:14:54+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:54+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.002342s ]
[ 2016-11-24T21:14:54+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.002508s ]
[ 2016-11-24T21:14:54+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:54+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001670s ]
[ 2016-11-24T21:14:54+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001778s ]
[ 2016-11-24T21:14:54+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001760s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001923s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001101s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001209s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.001987s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002109s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.017351s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017471s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001900s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001885s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001552s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.002004s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007653s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002045s ]
[ 2016-11-24T21:14:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002155s ]
[ 2016-11-24T21:18:51+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:18:51+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001657s ]
[ 2016-11-24T21:18:51+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001786s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002902s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.003025s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002173s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002278s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002696s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002809s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.019600s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019713s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001725s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001854s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001668s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001974s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007517s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002021s ]
[ 2016-11-24T21:20:56+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002124s ]
[ 2016-11-24T21:21:12+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:21:12+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.002296s ]
[ 2016-11-24T21:21:12+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.002423s ]
[ 2016-11-24T21:21:12+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:21:12+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001638s ]
[ 2016-11-24T21:21:12+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001740s ]
[ 2016-11-24T21:21:12+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001738s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001863s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001077s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001179s ]
