[ 2017-04-15T09:08:37+08:00 ] /web/index.php/User/ZcUserList | INFO: Tag[ route_check ] --START--
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] A session had already been started - ignoring session_start() UserAction.class.php 第 6 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --START--
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.001078s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.001120s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 40 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 266 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 273 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 286 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 292 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 295 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.011632s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011667s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000314s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000358s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000167s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000330s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001265s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 120 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 121 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 122 行.
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_end ] --START--
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000346s ]
[ 2017-04-15T09:58:19+08:00 ] /web/index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000384s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ route_check ] --START--
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000785s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000871s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000502s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000545s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] A session had already been started - ignoring session_start() UserAction.class.php 第 6 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --START--
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000702s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000747s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 40 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 48 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 266 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 273 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 286 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 292 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 295 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.005783s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005820s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000319s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000348s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000176s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000328s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001265s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 120 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 121 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 122 行.
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_end ] --START--
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000392s ]
[ 2017-04-15T09:58:54+08:00 ] /web/index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000443s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ route_check ] --START--
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000646s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000725s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000417s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000453s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] A session had already been started - ignoring session_start() UserAction.class.php 第 6 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --START--
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000613s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000660s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 40 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 266 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 273 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 286 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 292 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 295 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.005624s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005660s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000310s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000343s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000186s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000326s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001260s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 120 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 121 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 122 行.
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_end ] --START--
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000368s ]
[ 2017-04-15T09:59:09+08:00 ] /web/index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000404s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | INFO: Tag[ route_check ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | INFO: Run CheckRoute Behavior [ RunTime:0.001158s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | INFO: Tag[ route_check ] --END-- [ RunTime:0.001222s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000949s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000985s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login/user_exit | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 5 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.000606s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000672s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000394s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000428s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 5 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.001555s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001597s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.008901s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009000s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001013s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.000896s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000769s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.000911s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003713s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 120 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 121 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | NOTIC: [2] Cannot modify header information - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) View.class.php 第 122 行.
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000970s ]
[ 2017-04-15T10:02:14+08:00 ] /web/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001009s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.000650s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.000715s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000564s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000734s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 5 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 16 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] Undefined index:  aa LoginAction.class.php 第 27 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | SQL: select * from QPPlatformManagerDB.dbo.Base_Users where Username = 'admin' and Password = '827CCB0EEA8A706C4C34A16891F84E7B' and Nullity=0 [ RunTime:0.000194s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] Undefined index:  Username LoginAction.class.php 第 39 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] Undefined index:  RoleID LoginAction.class.php 第 39 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] Undefined index:  qdid LoginAction.class.php 第 39 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] Undefined index:  LastLogintime LoginAction.class.php 第 44 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [8] Undefined index:  LastLoginIP LoginAction.class.php 第 44 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [2] mssql_query() [<a href='function.mssql-query'>function.mssql-query</a>]: message: '=' �������﷨���� (severity 15) DbMssql.class.php 第 105 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | NOTIC: [2] mssql_query() [<a href='function.mssql-query'>function.mssql-query</a>]: Query failed DbMssql.class.php 第 105 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/Login/userCheck | SQL: update QPPlatformManagerDB.dbo.Base_Users set PreLogintime="",PreLoginIP="",LastLogintime="2017-04-15 10:02:15",LastLoginIP="",LoginTimes=LoginTimes+1 where UserID =  [ RunTime:0.000364s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ route_check ] --START--
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000595s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000660s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ app_begin ] --START--
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000380s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000412s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cookie - headers already sent by (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [2] session_start() [<a href='function.session-start'>function.session-start</a>]: Cannot send session cache limiter - headers already sent (output started at F:\nginx-1.8.1\html\web\Common\common.php:1) functions.php 第 411 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] A session had already been started - ignoring session_start() UserAction.class.php 第 6 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --START--
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.001046s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.001090s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --START--
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 40 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 266 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 273 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 282 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 286 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 292 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 295 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | NOTIC: [8] Undefined index:  zs78_admin2 head.html 第 297 行.
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.006462s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006502s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --START--
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000345s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000356s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000182s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000319s ]
[ 2017-04-15T10:02:15+08:00 ] /web/index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001298s ]
